id;uri;artist;song;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;this_timesignature
7f3TQGIkuww3vuNKokv4TC;spotify:track:7f3TQGIkuww3vuNKokv4TC;Vitas;Lullaby of the Moon - Orchestral Diana Theme;0.141;0.299;10;-12.62;0;0.0336;0.815;0.000199;0.254;0.19;175.805;228848;3
5ysrRd2EiGlPoEVVHu9nGF;spotify:track:5ysrRd2EiGlPoEVVHu9nGF;Vitas;Vitamins;0.908;0.699;11;-7.08;1;0.17;0.08;1.82e-05;0.131;0.655;100.006;140000;4
59sZaBqurU5tlfEC1lhEff;spotify:track:59sZaBqurU5tlfEC1lhEff;Vitas;Outbreak of Vitas Gerulatis;0.486;0.492;2;-15.877;1;0.0467;0.0238;9.33e-05;0.0828;0.102;126.512;274973;4
2B9PMGUgEBMLubAS7Ilpue;spotify:track:2B9PMGUgEBMLubAS7Ilpue;Vitas;Vitamin C;0.961;0.714;5;-7.614;0;0.0789;0.145;0.857;0.1;0.562;134.018;276000;4
5JQCTkHfFhGJtJHMMmROtF;spotify:track:5JQCTkHfFhGJtJHMMmROtF;Vitas;Звезда;0.575;0.508;11;-8.028;0;0.0342;0.695;0;0.179;0.243;137.964;212773;4
5YXAH5GHkbtTOqhYF5sGYA;spotify:track:5YXAH5GHkbtTOqhYF5sGYA;Vitas;Vitamin C;0.629;0.688;1;-5.588;1;0.0351;0.0113;0.00111;0.141;0.465;104.019;191653;4
60Ma7JqN1YVBPVR7UkRIuZ;spotify:track:60Ma7JqN1YVBPVR7UkRIuZ;Vitas;Vita's Book;0.54;0.351;8;-25.065;1;0.0424;0.394;0.871;0.0878;0.0258;116.05;97080;4
4NNOKZfrwUwhWl64Y4IEJP;spotify:track:4NNOKZfrwUwhWl64Y4IEJP;Vitas;Lucia di lammermoor;0.296;0.721;11;-7.061;0;0.0503;0.397;0.00261;0.763;0.191;118.033;205667;4
2m9QssdUKhoQPWcrq9Zcck;spotify:track:2m9QssdUKhoQPWcrq9Zcck;Vitas;Vital;0.645;0.607;1;-9.322;0;0.0271;0.959;0.905;0.211;0.431;154.021;208684;4
5gSD286LQ5vDELAs1GzRNK;spotify:track:5gSD286LQ5vDELAs1GzRNK;Vitas;Улыбнись;0.684;0.408;4;-9.503;0;0.0383;0.152;0.00874;0.0731;0.69;141.993;201320;4
3xTFxk92kL7ArM0y43RGwp;spotify:track:3xTFxk92kL7ArM0y43RGwp;Vitas;Vitamin S;0.846;0.77;5;-5.905;1;0.299;0.106;0;0.0883;0.925;117.425;252893;5
3sNQhRzva15DUBWMFRnLfS;spotify:track:3sNQhRzva15DUBWMFRnLfS;Vitas;Посвящение;0.459;0.361;8;-10.946;0;0.0323;0.783;0.305;0.0991;0.0941;119.862;269840;4
4i0oGvIIrkoTLNCYJWnMvh;spotify:track:4i0oGvIIrkoTLNCYJWnMvh;Vitas;Vitality;0.75;0.889;7;-10.149;0;0.0511;0.00199;0.813;0.0774;0.627;150.01;227208;4
5AhppveIghCtlSYYIWR2RG;spotify:track:5AhppveIghCtlSYYIWR2RG;Vitas;Roll With The Beat (feat. Nappy Roots);0.8;0.76;11;-5.998;0;0.139;0.21;1.62e-05;0.0724;0.722;126.05;238000;4
0cuBU0NjEZImmFEFn7kVsb;spotify:track:0cuBU0NjEZImmFEFn7kVsb;Vitas;Vitamine - (Remix) feat. Ya Levis;0.658;0.705;10;-4.803;0;0.0985;0.295;0.375;0.29;0.734;179.924;154772;4
0sT5kaLb5yh7Sh3zYa1abY;spotify:track:0sT5kaLb5yh7Sh3zYa1abY;Vitas;Звезда;0.515;0.657;11;-4.943;0;0.0318;0.601;0;0.366;0.207;137.949;215615;4
5uvCxgywyEHDbj4sn7gjbh;spotify:track:5uvCxgywyEHDbj4sn7gjbh;Vitas;Opera2;0.469;0.507;1;-4.031;1;0.0299;0.678;0.000304;0.13;0.318;100.055;257400;4
15oZCEiS6W2Insd7ENzFUt;spotify:track:15oZCEiS6W2Insd7ENzFUt;Vitas;Опера #1;0.507;0.725;11;-6.036;1;0.0807;0.11;0.000417;0.105;0.462;170.027;233000;4
6twGrubCEYd0hymPIrRwET;spotify:track:6twGrubCEYd0hymPIrRwET;Vitas;7 Element - Blblbl Club House Radio Remix;0.802;0.796;10;-5.215;0;0.0731;0.0149;0.502;0.144;0.745;126.054;193855;4
0OkKD79AhEPVOvBCSXcTeg;spotify:track:0OkKD79AhEPVOvBCSXcTeg;Vitas;Криком журавлиным;0.494;0.422;9;-6.534;0;0.0284;0.62;0.000466;0.0665;0.168;134.036;234200;4
4E7ZMdik7CSasIuKqSPnCo;spotify:track:4E7ZMdik7CSasIuKqSPnCo;Vitas;Ne Moren Bez Nje;0.689;0.432;10;-13.273;1;0.0301;0.124;0;0.279;0.79;152.267;245533;4
01KzO5XOIMGzqF9YyV4odn;spotify:track:01KzO5XOIMGzqF9YyV4odn;Vitas;Awaken The Sun - Orchestral Leona Theme;0.302;0.388;2;-13.823;1;0.0368;0.231;0.88;0.315;0.0472;77.309;153514;4
3WaXz5EYBsY5bnr1h8NKSE;spotify:track:3WaXz5EYBsY5bnr1h8NKSE;Vitas;Симфоническая;0.209;0.34;9;-10.282;0;0.0368;0.426;0.848;0.11;0.1;108.83;236000;3
172YPl3tUki4S5yDSPVYZx;spotify:track:172YPl3tUki4S5yDSPVYZx;Vitas;Vitamins;0.793;0.452;5;-10.689;1;0.0523;0.415;0;0.1;0.79;91.171;214093;4
5nW85jLqmxMFYmIrDk4YGQ;spotify:track:5nW85jLqmxMFYmIrDk4YGQ;Vitas;Made in China - Мэйд ин чайна;0.898;0.788;2;-3.074;0;0.0434;0.123;4.35e-05;0.667;0.913;88.01;166364;4
6c4YrpQTT5mmqPsrDIhKHW;spotify:track:6c4YrpQTT5mmqPsrDIhKHW;Vitas;Gušti Su Gušti;0.579;0.567;4;-12.555;1;0.0356;0.556;0;0.125;0.91;98.473;197560;4
3zkcq61fMrcvChzh44si76;spotify:track:3zkcq61fMrcvChzh44si76;Vitas;Опера #2;0.673;0.475;10;-7.885;0;0.0318;0.17;0.000314;0.0723;0.72;99.742;192493;4
5weqpMrAOTUGpdjNtxG8ff;spotify:track:5weqpMrAOTUGpdjNtxG8ff;Vitas;Vita Nuova;0.54;0.632;6;-6.975;0;0.0627;0.279;0;0.0872;0.806;139.477;169714;4
1oBw23Dp6DYTEI2FeMs3pd;spotify:track:1oBw23Dp6DYTEI2FeMs3pd;Vitas;Мечты;0.668;0.915;10;-7.024;0;0.48;0.304;0.0365;0.314;0.392;99.989;372000;4
4yA9Yw8yJIjkH8vRzbpVmg;spotify:track:4yA9Yw8yJIjkH8vRzbpVmg;Vitas;Поцелуй длиною в вечность;0.55;0.362;9;-9.1;0;0.0323;0.822;0.000303;0.0988;0.044;137.987;230173;4
04NGX0b5Tgs7VsErfn5OA1;spotify:track:04NGX0b5Tgs7VsErfn5OA1;Vitas;Vitamin R (Leading Us Along);0.481;0.88;4;-4.55;1;0.0717;0.00465;6.02e-05;0.204;0.289;95.023;223173;3
1CmtnUIWflqfZLUWqLh3yr;spotify:track:1CmtnUIWflqfZLUWqLh3yr;Vitas;Vitasoy;0.485;0.181;2;-22.102;0;0.0682;0.986;0.961;0.134;0.361;138.283;46028;3
7fceKgGxIE3s6yGZ0vduQa;spotify:track:7fceKgGxIE3s6yGZ0vduQa;Vitas;Vitamin;0.556;0.9;9;-5.955;1;0.0423;0.000225;0.327;0.482;0.666;130.384;193200;4
4MDVkfa7ii8JSqFNvd8YPM;spotify:track:4MDVkfa7ii8JSqFNvd8YPM;Vitas;Прелюдия;0.406;0.431;11;-7.645;1;0.0286;0.709;0.0967;0.219;0.182;130.356;328000;4
13cbd5KEuo4d45ZZMFJVbQ;spotify:track:13cbd5KEuo4d45ZZMFJVbQ;Vitas;Vitamin Love;0.671;0.297;0;-15.085;1;0.0607;0.00953;0.842;0.138;0.596;120.007;104829;4
2FnpLzZH0qM7fvGWiLwdj7;spotify:track:2FnpLzZH0qM7fvGWiLwdj7;Vitas;Птица счастья;0.754;0.951;5;-5.464;0;0.068;0.0176;4.37e-05;0.331;0.959;139.962;205000;4
2EfDPaetsFxy98U4bBLLM4;spotify:track:2EfDPaetsFxy98U4bBLLM4;Vitas;Vitality - Remix;0.674;0.977;0;-4.873;0;0.0617;0.000844;0.906;0.0918;0.803;149.985;239996;4
3YHoxNxt3qYWXDxUUGVbhL;spotify:track:3YHoxNxt3qYWXDxUUGVbhL;Vitas;Мама;0.522;0.344;11;-12.418;0;0.0342;0.433;0;0.138;0.0793;120.066;302547;4
2jtPiFdW4QxLWmhhR6CxLJ;spotify:track:2jtPiFdW4QxLWmhhR6CxLJ;Vitas;7 Element - Show2Man Radio Remix;0.775;0.809;5;-4.169;0;0.0417;0.315;0.117;0.0978;0.71;127.02;188082;4
683JCS5nM1htr0CWJYGtBQ;spotify:track:683JCS5nM1htr0CWJYGtBQ;Vitas;Jenu Noć;0.761;0.439;7;-14.694;1;0.0283;0.516;0;0.123;0.535;107.446;230000;4
1xWH8zYtDeS9mW1JJG23VZ;spotify:track:1xWH8zYtDeS9mW1JJG23VZ;R.E.M.;R.E.M;0.831;0.485;10;-6.677;0;0.15;0.375;1.47e-05;0.118;0.622;80.022;245667;4
52xJxFP6TqMuO4Yt0eOkMz;spotify:track:52xJxFP6TqMuO4Yt0eOkMz;R.E.M.;We Don't Talk About Bruno;0.577;0.45;0;-8.516;0;0.0834;0.357;0;0.111;0.83;205.863;216120;4
7ywlnXV5O0h8T5pCRUN1f5;spotify:track:7ywlnXV5O0h8T5pCRUN1f5;R.E.M.;What’s The Frequency, Kenneth? - Remastered;0.369;0.948;2;-3.923;1;0.0376;0.141;0.253;0.169;0.696;94.459;240307;4
31AOj9sFz2gM0O3hMARRBx;spotify:track:31AOj9sFz2gM0O3hMARRBx;R.E.M.;Losing My Religion;0.666;0.855;9;-5.051;0;0.0295;0.179;1.2e-06;0.0987;0.803;125.639;268427;4
4cG7HUWYHBV6R6tHn1gxrl;spotify:track:4cG7HUWYHBV6R6tHn1gxrl;R.E.M.;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;0.824;0.862;2;-3.424;1;0.126;0.0076;0.000132;0.303;0.801;122.98;169153;4
3yH5gUgtOo69j0rEat3a9K;spotify:track:3yH5gUgtOo69j0rEat3a9K;R.E.M.;Stand;0.643;0.867;4;-5.262;1;0.0285;0.358;0;0.122;0.911;109.317;192173;4
6PypGyiu0Y2lCDBN1XZEnP;spotify:track:6PypGyiu0Y2lCDBN1XZEnP;R.E.M.;Everybody Hurts;0.467;0.324;2;-10.451;1;0.0255;0.615;0.0248;0.118;0.166;94.301;320267;3
6pTg4H8juKV9iSzrcVUbM3;spotify:track:6pTg4H8juKV9iSzrcVUbM3;R.E.M.;Dance Wiv Me - Radio Edit;0.878;0.746;11;-4.281;1;0.0451;0.0476;0;0.154;0.792;111.996;204093;4
7tLTov4Ax1pyGcaV4qWrP5;spotify:track:7tLTov4Ax1pyGcaV4qWrP5;R.E.M.;The Sidewinder Sleeps Tonite;0.647;0.842;9;-6.331;0;0.0308;0.056;3.41e-06;0.32;0.777;123.376;249360;4
1v2zyAJrChw5JnfafSkwkJ;spotify:track:1v2zyAJrChw5JnfafSkwkJ;R.E.M.;Shiny Happy People;0.452;0.909;9;-3.977;1;0.0366;0.0313;0.0603;0.23;0.805;124.623;225787;4
6FBlNlVx0xrXPb9suicaMM;spotify:track:6FBlNlVx0xrXPb9suicaMM;R.E.M.;Losing My Religion;0.674;0.844;9;-5.99;0;0.0288;0.0867;0;0.102;0.826;125.422;269000;4
2oSpQ7QtIKTNFfA08Cy0ku;spotify:track:2oSpQ7QtIKTNFfA08Cy0ku;R.E.M.;It's The End Of The World As We Know It (And I Feel Fine);0.381;0.894;7;-8.638;1;0.037;0.0258;0;0.0251;0.797;205.528;246933;4
6uvMKqNlrSvcC4NaKnrwjZ;spotify:track:6uvMKqNlrSvcC4NaKnrwjZ;R.E.M.;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];0.883;0.674;11;-8.043;0;0.357;0.21;0;0.0678;0.73;141.02;278085;4
4OsLDuaH0bWR6xM6nj66F8;spotify:track:4OsLDuaH0bWR6xM6nj66F8;R.E.M.;F.C.P.R.E.M.I.X.;0.226;0.891;9;-5.531;0;0.0702;0.000631;9.75e-06;0.225;0.511;167.876;237680;4
4jLv3tDBu8ww2R07DvL12s;spotify:track:4jLv3tDBu8ww2R07DvL12s;R.E.M.;Man On The Moon;0.667;0.699;7;-7.574;1;0.026;0.42;0.000442;0.201;0.655;118.567;314173;4
2N3U8uTYhjX2KwGT0pf5x0;spotify:track:2N3U8uTYhjX2KwGT0pf5x0;R.E.M.;Everyday (feat. Rod Stewart, Miguel & Mark Ronson);0.394;0.661;4;-8.684;1;0.192;0.00996;0;0.343;0.335;149.818;260987;4
32kmXl5F8I3XDVKNfwwM4J;spotify:track:32kmXl5F8I3XDVKNfwwM4J;R.E.M.;Imitation Of Life;0.461;0.755;7;-3.71;1;0.0318;0.0178;1.13e-06;0.18;0.439;124.256;236627;4
2fdfsGuqb6SBX5ocoBWHUd;spotify:track:2fdfsGuqb6SBX5ocoBWHUd;R.E.M.;The One I Love - Remastered 2012;0.488;0.84;2;-4.626;1;0.0356;0.000395;1.21e-06;0.346;0.559;127.862;197800;4
7ygpwy2qP3NbrxVkHvUhXY;spotify:track:7ygpwy2qP3NbrxVkHvUhXY;R.E.M.;Wonderwall - Remastered;0.375;0.893;2;-4.097;1;0.0406;0.000509;0;0.187;0.434;174.323;258773;4
7w57O4o0xCTn9YpKuaPZDd;spotify:track:7w57O4o0xCTn9YpKuaPZDd;R.E.M.;The Great Beyond;0.329;0.747;10;-6.411;1;0.0297;0.125;2.08e-06;0.197;0.177;109.702;307000;4
3geRffSf6eAruhg23RkpKV;spotify:track:3geRffSf6eAruhg23RkpKV;R.E.M.;Drive;0.467;0.432;7;-11.753;1;0.0283;0.175;0.001;0.226;0.238;142.642;271333;4
4NbvIwYcwx8dNGYfUX2bKB;spotify:track:4NbvIwYcwx8dNGYfUX2bKB;R.E.M.;My Head Is A Jungle - MK Remix / Radio Edit;0.684;0.789;7;-6.889;0;0.0377;0.084;0.00289;0.217;0.411;123.989;205161;4
623OZP2FGNwYKFzAK8ypZz;spotify:track:623OZP2FGNwYKFzAK8ypZz;R.E.M.;Drive;0.472;0.449;7;-10.251;1;0.0272;0.188;0.000247;0.0958;0.26;142.099;267760;4
12dU3vAh6AFoJkisorfoUl;spotify:track:12dU3vAh6AFoJkisorfoUl;R.E.M.;Don't Look Back In Anger - Remastered;0.328;0.936;0;-3.254;1;0.0628;0.0665;2.61e-06;0.165;0.31;162.97;289560;4
2KwOwODy7wSRF6oJEMd9as;spotify:track:2KwOwODy7wSRF6oJEMd9as;R.E.M.;Losing My Religion;0.666;0.854;9;-5.051;0;0.0295;0.179;1.2e-06;0.0986;0.803;125.637;268427;4
3cw5zLbvaNixYNFfIhiCzD;spotify:track:3cw5zLbvaNixYNFfIhiCzD;R.E.M.;Losing My Religion;0.666;0.854;9;-5.051;0;0.0295;0.179;1.2e-06;0.0986;0.803;125.637;268427;4
5liQj4sVRmEEESvvcb64o8;spotify:track:5liQj4sVRmEEESvvcb64o8;R.E.M.;Wearing My Rolex - Radio Edit;0.876;0.716;1;-6.884;1;0.135;0.0468;0.000482;0.0667;0.755;131.942;170480;4
0cOcyziJtoE1txVvwKPqJM;spotify:track:0cOcyziJtoE1txVvwKPqJM;R.E.M.;Everybody Hurts;0.482;0.382;2;-8.02;1;0.0243;0.619;0.0265;0.12;0.177;94.271;318800;3
412luShbmlgqqgYFStIB1s;spotify:track:412luShbmlgqqgYFStIB1s;R.E.M.;Wish You Were Mine - Radio Edit;0.654;0.832;7;-4.164;0;0.0293;0.0126;0.0901;0.102;0.407;123.002;177561;4
631711IV951ZvnL5QS0CpA;spotify:track:631711IV951ZvnL5QS0CpA;R.E.M.;Everybody Hurts;0.482;0.382;2;-8.02;1;0.0243;0.619;0.0265;0.12;0.177;94.271;318800;3
4ziDVBdIRb3z5RvrxlJ6pj;spotify:track:4ziDVBdIRb3z5RvrxlJ6pj;R.E.M.;Shiny Happy People;0.497;0.8;9;-8.649;1;0.0304;0.0128;0.00969;0.133;0.857;124.491;226027;4
2qbkYhZy5gNl8HrK2XwddI;spotify:track:2qbkYhZy5gNl8HrK2XwddI;R.E.M.;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];0.883;0.674;11;-8.043;0;0.357;0.21;0;0.0678;0.73;141.02;278085;4
2I2HYr4FLb6LPfdgcKxK2J;spotify:track:2I2HYr4FLb6LPfdgcKxK2J;R.E.M.;r.e.m - live;0.705;0.554;10;-9.628;0;0.0551;0.321;9.26e-06;0.978;0.611;80.042;177913;4
1PAYgOjp1c9rrZ2kVQg2vN;spotify:track:1PAYgOjp1c9rrZ2kVQg2vN;R.E.M.;Changed the Way You Kiss Me - Radio Edit;0.578;0.857;4;-3.78;0;0.041;0.00548;0.00162;0.0948;0.188;126.979;195467;4
0mWdHShHSXUtuw1QiYjGEp;spotify:track:0mWdHShHSXUtuw1QiYjGEp;R.E.M.;R.E.M.F.;0.377;0.989;9;-5.17;1;0.0812;1.34e-05;0.354;0.387;0.33;163.998;262387;4
119c93MHjrDLJTApCVGpvx;spotify:track:119c93MHjrDLJTApCVGpvx;R.E.M.;C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk);0.479;0.549;11;-10.551;0;0.373;0.57;0.0235;0.127;0.576;180.985;252187;4
6TlQ5fbojNRuG0hPQMbxeW;spotify:track:6TlQ5fbojNRuG0hPQMbxeW;R.E.M.;Live Forever - Remastered;0.286;0.822;9;-3.366;0;0.0381;2.31e-05;1.31e-05;0.353;0.19;90.96;276667;4
3qLhHLgFCvq6YEzqZhCPEd;spotify:track:3qLhHLgFCvq6YEzqZhCPEd;R.E.M.;Come With Me - Radio Edit;0.739;0.999;7;-5.077;1;0.0803;0.13;0.00224;0.28;0.501;139.982;185133;4
6UzLGFmwhjl4QzboPX2gnV;spotify:track:6UzLGFmwhjl4QzboPX2gnV;R.E.M.;R.E.M;0.796;0.784;1;-7.766;1;0.129;0.441;2e-05;0.0839;0.498;124.909;172800;4
6zdArlh7xbeWvrLtTkKRFV;spotify:track:6zdArlh7xbeWvrLtTkKRFV;R.E.M.;Are You With Me - Radio Edit;0.763;0.608;5;-8.1;0;0.035;0.262;2.5e-05;0.12;0.393;121.02;138013;4
2WfaOiMkCvy7F5fcp2zZ8L;spotify:track:2WfaOiMkCvy7F5fcp2zZ8L;a-ha;Take on Me;0.573;0.902;6;-7.638;0;0.054;0.018;0.00125;0.0928;0.876;84.412;225280;4
1PNs0uGru3TcrA94kpyGnc;spotify:track:1PNs0uGru3TcrA94kpyGnc;a-ha;Do We Have A Problem?;0.842;0.505;1;-8.627;0;0.402;0.472;0.000322;0.117;0.538;119.993;207065;4
1xrSl6T4wIKIoicgn5ITe0;spotify:track:1xrSl6T4wIKIoicgn5ITe0;a-ha;Manhattan Skyline - 2016 Remaster;0.57;0.677;5;-7.272;1;0.0303;0.244;0.000439;0.204;0.125;103.019;287693;3
5J2CHimS7dWYMImCHkEFaJ;spotify:track:5J2CHimS7dWYMImCHkEFaJ;a-ha;A Hard Day's Night - Remastered 2009;0.59;0.805;0;-6.481;1;0.0371;0.137;0;0.0996;0.797;138.514;154200;4
0HoaLXRp7jJtdQFunUyUGc;spotify:track:0HoaLXRp7jJtdQFunUyUGc;a-ha;The Sun Always Shines on T.V.;0.494;0.839;9;-8.79;0;0.0647;0.0534;0.0706;0.253;0.219;126.329;302400;4
3jjujdWJ72nww5eGnfs2E7;spotify:track:3jjujdWJ72nww5eGnfs2E7;a-ha;Adore You;0.676;0.771;8;-3.675;1;0.0483;0.0237;7e-06;0.102;0.569;99.048;207133;4
78QR3Wp35dqAhFEc2qAGjE;spotify:track:78QR3Wp35dqAhFEc2qAGjE;a-ha;Drip Too Hard (Lil Baby & Gunna);0.897;0.662;1;-6.903;0;0.292;0.0852;0;0.534;0.389;112.511;145543;4
2ejkRnZWPACfuqr06gFw1w;spotify:track:2ejkRnZWPACfuqr06gFw1w;a-ha;Stay on These Roads;0.572;0.51;5;-9.99;1;0.0308;0.0329;0.103;0.163;0.188;103.973;284053;4
1pctwlBtIcKIjQMzsVcGHB;spotify:track:1pctwlBtIcKIjQMzsVcGHB;a-ha;A Hard Day's Night - Remastered 2015;0.546;0.818;0;-4.89;1;0.031;0.0487;0;0.0983;0.756;138.561;152920;4
1QnvpPFP4Q3FHbDchqWiWy;spotify:track:1QnvpPFP4Q3FHbDchqWiWy;a-ha;Airplanes (feat. Hayley Williams of Paramore);0.66;0.867;6;-4.285;0;0.116;0.11;0;0.0368;0.377;93.033;180480;4
2frQDt6IDeAVfteMCRLtBq;spotify:track:2frQDt6IDeAVfteMCRLtBq;a-ha;A-Ha;0.682;0.845;4;-2.59;1;0.0398;0.202;0;0.413;0.819;126.025;186587;4
7ny2ATvjtKszCpLpfsGnVQ;spotify:track:7ny2ATvjtKszCpLpfsGnVQ;a-ha;A Hard Rain's A-Gonna Fall;0.567;0.198;4;-18.681;1;0.0327;0.919;0.000871;0.135;0.321;92.467;412200;4
7wMq5n8mYSKlQIGECKUgTX;spotify:track:7wMq5n8mYSKlQIGECKUgTX;a-ha;Hall of Fame (feat. will.i.am);0.421;0.873;10;-4.343;1;0.0564;0.0654;0;0.123;0.629;84.786;202533;4
4aPf0wQ6VBlRqWABaVjfRN;spotify:track:4aPf0wQ6VBlRqWABaVjfRN;a-ha;Cry Wolf;0.652;0.772;9;-7.451;0;0.0349;0.104;0.668;0.0745;0.776;131.18;246587;4
4bVP0pq7lIhDQBXSkejNS4;spotify:track:4bVP0pq7lIhDQBXSkejNS4;a-ha;A Hard Rain's A-Gonna Fall;0.595;0.428;8;-11.991;1;0.0463;0.293;0.000126;0.109;0.2;132.985;235123;4
6JWddKPdqvDc2WkPEi9grC;spotify:track:6JWddKPdqvDc2WkPEi9grC;a-ha;Have A Nice Day;0.508;0.826;1;-4.088;0;0.0405;0.018;0;0.28;0.404;120.854;205067;4
6xt09pCFANiwzrTfhyQ1mC;spotify:track:6xt09pCFANiwzrTfhyQ1mC;a-ha;Summer Moved On;0.462;0.683;11;-8.409;0;0.0286;0.313;0.000135;0.112;0.442;91.986;278400;4
2GB8OypbvrvCee61FKx5dp;spotify:track:2GB8OypbvrvCee61FKx5dp;a-ha;A Hazy Shade of Winter;0.497;0.59;2;-11.203;0;0.0296;0.139;7.11e-06;0.378;0.969;142.027;137480;4
1ugQtcwmKOXvKAYzhjncmv;spotify:track:1ugQtcwmKOXvKAYzhjncmv;a-ha;Half A Man;0.507;0.204;0;-11.575;1;0.0504;0.855;0;0.143;0.343;77.765;179120;4
1F7VM6rFR6SoTQN0arpaFB;spotify:track:1F7VM6rFR6SoTQN0arpaFB;a-ha;Manhattan Skyline;0.576;0.697;5;-7.418;1;0.0297;0.219;0.000119;0.192;0.155;103.027;292307;3
1M4qEo4HE3PRaCOM7EXNJq;spotify:track:1M4qEo4HE3PRaCOM7EXNJq;a-ha;Adore You;0.676;0.771;8;-3.675;1;0.0483;0.0237;7e-06;0.102;0.569;99.048;207133;4
4FUFk1uJuPtUJrDQ8ZSylK;spotify:track:4FUFk1uJuPtUJrDQ8ZSylK;a-ha;Afraid (feat. HARLEE);0.744;0.78;10;-3.631;0;0.0529;0.101;4.36e-06;0.184;0.762;125.997;142971;4
5tewIdMVsaJWN19ZnmnPNN;spotify:track:5tewIdMVsaJWN19ZnmnPNN;a-ha;Hunting High and Low;0.513;0.676;9;-6.148;0;0.0309;0.301;0;0.0864;0.311;116.592;228693;4
0d2iYfpKoM0QCKvcLCkBao;spotify:track:0d2iYfpKoM0QCKvcLCkBao;a-ha;Eastside (with Halsey & Khalid);0.56;0.68;6;-7.648;0;0.321;0.555;0;0.116;0.319;89.391;173800;4
5pzEYTNR667VbDAUmMpF0S;spotify:track:5pzEYTNR667VbDAUmMpF0S;a-ha;I've Been Losing You;0.646;0.929;7;-4.58;1;0.043;0.0517;0.0301;0.139;0.419;119.027;265653;4
3UOFrelbGLUWJpRRzH3hbZ;spotify:track:3UOFrelbGLUWJpRRzH3hbZ;a-ha;A Hard Teacher;0.136;0.0375;2;-28.76;0;0.0367;0.97;0.891;0.241;0.0404;144.073;344480;4
0if8wueNrAVLfwSH7l1ANJ;spotify:track:0if8wueNrAVLfwSH7l1ANJ;a-ha;Half The World Away - Remastered;0.433;0.458;0;-8.666;1;0.0328;0.305;0;0.0863;0.23;115.213;267333;4
6c9nkeetGbsoXa7d5E1wHa;spotify:track:6c9nkeetGbsoXa7d5E1wHa;a-ha;Crying in the Rain;0.394;0.547;2;-9.276;1;0.0383;0.436;0.000111;0.344;0.151;181.74;260227;4
0XvXbSN6HTYOUTKIVNO6qi;spotify:track:0XvXbSN6HTYOUTKIVNO6qi;a-ha;Take On Me - Kygo Remix;0.536;0.78;9;-6.008;1;0.113;0.16;0.00079;0.137;0.622;179.971;226667;4
0VcgLoEMA06AKqPxxj2YQs;spotify:track:0VcgLoEMA06AKqPxxj2YQs;a-ha;Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix];0.726;0.818;11;-6.238;0;0.319;0.229;0;0.0544;0.679;140.042;222496;4
4tWe3Fr8HrQPq2iFOpEGZs;spotify:track:4tWe3Fr8HrQPq2iFOpEGZs;a-ha;The Living Daylights;0.694;0.78;2;-7.872;0;0.0267;0.121;0.00157;0.114;0.829;120.266;254347;4
6XcqxMI3oAkuEaZYgTl9gS;spotify:track:6XcqxMI3oAkuEaZYgTl9gS;a-ha;Hunting High and Low;0.6;0.672;9;-7.754;0;0.0269;0.0444;4.26e-06;0.107;0.297;117.014;224387;4
465fRkrbGBTHGXinpWeF8O;spotify:track:465fRkrbGBTHGXinpWeF8O;a-ha;Do We Have A Problem?;0.84;0.528;1;-8.644;0;0.439;0.462;0.000396;0.117;0.498;120.057;207065;4
6ZkBIzDPm46S5KfZs4oD2f;spotify:track:6ZkBIzDPm46S5KfZs4oD2f;a-ha;A-Ha;0.724;0.535;8;-5.968;1;0.0312;0.0326;0;0.38;0.548;102.001;226064;4
1JykOWXrkQGNl1lIIy4aTL;spotify:track:1JykOWXrkQGNl1lIIy4aTL;a-ha;A Hand in the Dark - Live;0.298;0.235;0;-15.016;1;0.0398;0.866;0.979;0.112;0.0997;132.117;227840;4
3U8UHbqKeR0jlkg8Qlwunr;spotify:track:3U8UHbqKeR0jlkg8Qlwunr;a-ha;Handbags And Gladrags;0.328;0.726;3;-3.935;1;0.0312;0.0286;0.000643;0.167;0.21;134.639;277387;4
4tKT0LereKzzO1LkxJtRwV;spotify:track:4tKT0LereKzzO1LkxJtRwV;a-ha;A-HA;0.566;0.862;5;-4.45;0;0.163;0.00137;0.000293;0.122;0.864;110.927;264280;4
2MWMRclZSo5EhA0TsN32Yk;spotify:track:2MWMRclZSo5EhA0TsN32Yk;a-ha;A Happy Beginning;0.465;0.604;0;-6.839;0;0.0486;0.669;0;0.152;0.175;75.744;171505;4
4TTV7EcfroSLWzXRY6gLv6;spotify:track:4TTV7EcfroSLWzXRY6gLv6;a-ha;Alexander Hamilton;0.609;0.435;11;-7.861;0;0.285;0.522;0;0.118;0.552;131.995;236738;4
